1,-0.89804,-1.0369
2,-0.68237,-0.87015
3,-0.3368,-0.54149
4,-0.14259,-0.3219
5,-0.060385,-0.18787
6,-0.042505,-0.11505
7,-0.056387,-0.082129
8,-0.082239,-0.07233
9,-0.10731,-0.073677
10,-0.12424,-0.078398
11,-0.13012,-0.081869
12,-0.12546,-0.081875
13,-0.11314,-0.078044
14,-0.09667,-0.070984
15,-0.07917,-0.06173
16,-0.062923,-0.051345
17,-0.049319,-0.040814
18,-0.03886,-0.030928
19,-0.031375,-0.022224
20,-0.026301,-0.01494
21,-0.022938,-0.0090619
22,-0.020621,-0.004442
23,-0.018823,-0.00088346
24,-0.017194,0.0018148
25,-0.015547,0.0038339
26,-0.013823,0.0053328
27,-0.012048,0.0064279
28,-0.010343,0.0071518
29,-0.0088307,0.0075084
30,-0.0076134,0.0074879
31,-0.0067522,0.0070806
32,-0.0062673,0.0062869
33,-0.0061441,0.0051239
34,-0.0063436,0.0036244
35,-0.0068141,0.0018364
36,-0.0075025,-0.00018353
37,-0.0083604,-0.0023791
38,-0.0093493,-0.0046938
39,-0.010441,-0.0070796
40,-0.011618,-0.0094982
1,-0.33576,-0.36236
2,-0.24463,-0.31077
3,0.014399,-0.071703
4,0.16535,0.08585
5,0.2374,0.18178
6,0.25778,0.2335
7,0.24928,0.2557
8,0.22895,0.26003
9,0.20797,0.25514
10,0.19243,0.24696
11,0.18449,0.23912
12,0.18369,0.23342
13,0.18815,0.23042
14,0.19554,0.22985
15,0.20368,0.231
16,0.21097,0.23306
17,0.21646,0.2353
18,0.2198,0.23718
19,0.22108,0.23832
20,0.22066,0.23855
21,0.21903,0.23783
22,0.21665,0.23627
23,0.21391,0.23398
24,0.21107,0.23114
25,0.20828,0.22787
26,0.20556,0.22428
27,0.20293,0.22049
28,0.20029,0.21652
29,0.19754,0.21237
30,0.1946,0.20803
31,0.19142,0.20347
32,0.18799,0.1987
33,0.18431,0.19374
34,0.18041,0.1886
35,0.17635,0.18332
36,0.17216,0.17796
37,0.16789,0.17255
38,0.16358,0.16714
39,0.15925,0.16178
40,0.15493,0.15648
1,-0.13223,-0.43305
2,-0.0071845,-0.31882
3,0.078746,-0.22533
4,0.11562,-0.15919
5,0.11573,-0.11824
6,0.10339,-0.09569
7,0.088818,-0.084621
8,0.074361,-0.079579
9,0.061415,-0.077037
10,0.051391,-0.075034
11,0.045245,-0.072526
12,0.043148,-0.069024
13,0.044027,-0.064622
14,0.046507,-0.05964
15,0.049409,-0.054426
16,0.051953,-0.04922
17,0.053678,-0.044228
18,0.054433,-0.039604
19,0.054311,-0.035462
20,0.053549,-0.031856
21,0.052413,-0.028743
22,0.051137,-0.026031
23,0.049893,-0.023633
24,0.048788,-0.021482
25,0.047876,-0.01953
26,0.047169,-0.017737
27,0.046628,-0.016103
28,0.046224,-0.014605
29,0.045925,-0.013232
30,0.045699,-0.011976
31,0.045528,-0.010833
32,0.045396,-0.0097974
33,0.045299,-0.0088646
34,0.045233,-0.008027
35,0.045199,-0.0072756
36,0.045197,-0.0066001
37,0.045226,-0.0059896
38,0.045283,-0.0054333
39,0.045368,-0.0049207
40,0.045476,-0.0044425
1,-0.31212,-0.15144
2,-0.31068,-0.14989
3,-0.30335,-0.14754
4,-0.29088,-0.14419
5,-0.27487,-0.13999
6,-0.25734,-0.1352
7,-0.24022,-0.13015
8,-0.22483,-0.12515
9,-0.21182,-0.12045
10,-0.20128,-0.11618
11,-0.19291,-0.11241
12,-0.18626,-0.10913
13,-0.18082,-0.10629
14,-0.17616,-0.10382
15,-0.17193,-0.10163
16,-0.1679,-0.099639
17,-0.16394,-0.097792
18,-0.16,-0.096037
19,-0.15607,-0.094344
20,-0.15221,-0.092692
21,-0.14846,-0.091073
22,-0.14486,-0.089488
23,-0.14145,-0.087939
24,-0.13823,-0.086431
25,-0.13522,-0.084969
26,-0.13239,-0.083553
27,-0.12975,-0.082185
28,-0.12726,-0.080864
29,-0.12492,-0.079592
30,-0.12271,-0.078366
31,-0.12062,-0.077184
32,-0.11864,-0.076044
33,-0.11676,-0.074942
34,-0.11498,-0.073877
35,-0.11328,-0.072845
36,-0.11167,-0.071844
37,-0.11014,-0.070872
38,-0.10869,-0.069928
39,-0.1073,-0.069009
40,-0.10597,-0.068116
1,-0.12565,-0.099048
2,-0.12541,-0.098872
3,-0.12872,-0.10144
4,-0.13417,-0.10562
5,-0.14057,-0.11062
6,-0.14697,-0.11585
7,-0.15268,-0.12089
8,-0.15726,-0.12541
9,-0.16051,-0.1292
10,-0.16238,-0.13214
11,-0.16298,-0.13418
12,-0.16253,-0.13537
13,-0.16127,-0.13577
14,-0.15945,-0.13552
15,-0.15729,-0.13474
16,-0.15494,-0.13356
17,-0.15252,-0.13208
18,-0.15009,-0.13041
19,-0.14766,-0.12862
20,-0.14526,-0.12676
21,-0.14287,-0.12485
22,-0.1405,-0.12293
23,-0.13812,-0.121
24,-0.13575,-0.11908
25,-0.13338,-0.11716
26,-0.131,-0.11523
27,-0.12864,-0.11331
28,-0.12631,-0.11138
29,-0.124,-0.10947
30,-0.12175,-0.10757
31,-0.11955,-0.10571
32,-0.11741,-0.10387
33,-0.11533,-0.10207
34,-0.11332,-0.10031
35,-0.11138,-0.098595
36,-0.10951,-0.096929
37,-0.1077,-0.095313
38,-0.10595,-0.093748
39,-0.10427,-0.092232
40,-0.10265,-0.090767
